Date,OEM_Part_ID,Part_Name,Category,Manufacturer,Demand,Stock_Level,Sensor_Temperature,Sensor_Vibration,Sensor_Pressure,Supplier_Reliability_Score,Defect_Rate,Late_Delivery_Frequency,Lead_Time_Days,Route_Duration,Traffic_Impact,Delivery_Status,Transportation_Cost,Fuel_Consumption
2020-06-25,VW0177,Turbocharger,Safety System,Garrett Motion,412,206,93.03,1.78,40.13,1.0,0.07,2,12,90,Medium,Delayed,97.74,7.1
2020-06-26,VW0178,Brake Pads,Fuel System,Bosch,199,428,100.58,2.21,51.41,0.89,0.01,2,15,170,High,In Transit,167.82,10.38
2020-06-27,VW0179,Turbocharger,Braking System,Exide,50,384,95.7,1.3,74.59,0.89,0.05,4,24,148,High,On Time,154.14,10.7
2020-06-28,VW0180,Fuel Pump,Fuel System,Exide,288,601,110.76,0.72,40.85,0.89,0.05,0,24,116,High,On Time,181.41,14.21
2020-06-29,VW0181,Alternator,Engine,Bosch,420,251,86.96,1.65,96.66,0.93,0.08,2,15,142,Medium,On Time,81.41,7.35
2020-06-30,VW0182,Brake Pads,Fuel System,Exide,107,369,103.13,1.49,91.22,1.0,0.09,2,14,175,Medium,On Time,176.59,7.38
2020-07-01,VW0183,Fuel Pump,Engine,Exide,229,725,100.15,1.26,81.67,0.96,0.08,3,26,111,Medium,Delayed,190.41,12.42
2020-07-02,VW0184,Airbag Module,Electrical,Exide,166,540,110.38,1.66,52.44,0.93,0.04,2,23,53,Low,Delayed,89.85,11.02
2020-07-03,VW0185,Airbag Module,Braking System,Continental AG,100,487,88.64,1.5,90.66,0.92,0.02,4,25,115,Medium,In Transit,168.55,7.21
2020-07-04,VW0186,Brake Pads,Braking System,Garrett Motion,63,441,111.2,2.38,90.13,0.94,0.07,1,10,159,Medium,In Transit,81.38,7.14
2020-07-05,VW0187,Battery,Safety System,Continental AG,137,284,97.18,2.32,60.79,0.85,0.1,1,25,154,High,On Time,114.78,8.66
2020-07-06,VW0188,Battery,Engine,Continental AG,293,675,100.61,0.67,82.58,0.89,0.07,2,18,67,Medium,Delayed,189.18,11.58
2020-07-07,VW0189,Alternator,Electrical,Continental AG,80,128,103.15,1.57,80.19,0.87,0.07,1,10,85,High,In Transit,110.71,5.62
2020-07-08,VW0190,Brake Pads,Braking System,Bosch,278,701,84.9,2.0,65.53,0.9,0.07,1,19,116,Medium,Delayed,51.38,11.32
2020-07-09,VW0191,Fuel Pump,Engine,Garrett Motion,156,477,84.73,2.13,79.03,0.95,0.07,1,19,167,High,Delayed,180.31,10.72
2020-07-10,VW0192,Alternator,Engine,Bosch,91,715,117.96,1.58,98.01,0.85,0.07,2,16,119,Low,On Time,84.25,9.83
2020-07-11,VW0193,Brake Pads,Electrical,Bosch,371,489,95.22,1.83,58.75,0.87,0.09,4,24,83,Low,Delayed,106.32,13.6
2020-07-12,VW0194,Fuel Pump,Fuel System,Garrett Motion,359,695,84.86,1.55,57.35,0.99,0.07,4,14,136,Medium,In Transit,168.02,8.37
2020-07-13,VW0195,Battery,Fuel System,Exide,222,531,88.01,2.06,61.19,0.96,0.03,3,11,160,High,In Transit,180.73,12.21
2020-07-14,VW0196,Battery,Engine,Behr Hella,464,692,101.16,0.88,94.34,1.0,0.08,1,19,104,Medium,Delayed,141.76,6.49
2020-07-15,VW0197,Airbag Module,Braking System,Continental AG,164,691,117.01,0.73,85.02,0.88,0.06,0,23,121,Low,Delayed,81.67,14.59
2020-07-16,VW0198,Battery,Fuel System,Garrett Motion,89,378,84.2,2.26,97.03,0.86,0.03,2,24,93,Low,On Time,147.14,13.31
2020-07-17,VW0199,Alternator,Safety System,Garrett Motion,323,526,95.42,1.99,69.83,0.9,0.09,4,10,151,Low,On Time,64.81,11.04
2020-07-18,VW0200,Battery,Engine,Garrett Motion,253,293,117.89,0.34,73.75,0.88,0.06,2,19,115,Low,In Transit,62.92,6.64
2020-07-19,VW0201,Airbag Module,Braking System,Continental AG,322,732,95.42,1.65,91.62,0.95,0.09,1,16,32,Medium,On Time,51.93,11.77
2020-07-20,VW0202,Brake Pads,Engine,Garrett Motion,246,633,83.24,0.77,79.59,0.96,0.07,3,25,124,Medium,In Transit,99.01,14.37
2020-07-21,VW0203,Alternator,Engine,Exide,264,283,82.95,2.06,45.55,0.93,0.08,0,19,55,Low,In Transit,151.97,12.03
2020-07-22,VW0204,Battery,Electrical,Continental AG,433,272,109.62,0.99,59.49,0.96,0.04,3,26,102,High,In Transit,153.49,6.0
2020-07-23,VW0205,Battery,Engine,Bosch,310,344,108.49,1.19,80.65,0.95,0.09,4,19,34,Low,On Time,80.09,7.99
2020-07-24,VW0206,Battery,Electrical,Garrett Motion,246,323,107.06,2.45,49.31,0.86,0.05,4,24,140,Medium,On Time,137.76,12.38
2020-07-25,VW0207,Fuel Pump,Braking System,Bosch,352,386,101.06,0.99,84.46,0.87,0.04,4,10,66,High,Delayed,186.38,5.36
2020-07-26,VW0208,Fuel Pump,Fuel System,Bosch,210,483,97.99,2.43,64.56,0.88,0.08,1,28,145,High,Delayed,54.16,11.55
2020-07-27,VW0209,Airbag Module,Fuel System,Continental AG,72,549,100.92,0.59,61.8,0.99,0.08,0,15,98,Medium,In Transit,116.63,8.95
2020-07-28,VW0210,Alternator,Engine,Behr Hella,290,417,119.3,1.1,96.04,0.9,0.03,3,22,129,Low,In Transit,188.01,8.64
2020-07-29,VW0211,Battery,Engine,Continental AG,427,422,118.69,2.43,64.83,0.89,0.07,1,20,163,High,On Time,88.47,14.49
2020-07-30,VW0212,Brake Pads,Braking System,Exide,234,464,84.42,1.59,59.47,0.9,0.09,1,24,30,Low,In Transit,131.62,12.33
2020-07-31,VW0213,Turbocharger,Engine,Continental AG,353,162,116.73,1.48,97.01,0.93,0.05,0,23,69,Medium,Delayed,189.97,12.64
2020-08-01,VW0214,Turbocharger,Safety System,Continental AG,454,794,92.63,0.48,71.54,0.9,0.01,2,11,73,Low,Delayed,55.96,9.65
2020-08-02,VW0215,Brake Pads,Safety System,Bosch,406,616,84.11,1.44,45.87,0.93,0.03,1,16,37,High,On Time,155.28,10.16
2020-08-03,VW0216,Fuel Pump,Braking System,Behr Hella,299,425,97.44,2.41,76.61,0.87,0.05,2,16,109,Medium,On Time,108.28,5.93
2020-08-04,VW0217,Brake Pads,Safety System,Exide,107,387,106.03,2.01,95.15,0.99,0.01,1,21,48,Low,On Time,122.14,8.5
2020-08-05,VW0218,Fuel Pump,Electrical,Garrett Motion,108,534,109.18,0.69,51.59,0.91,0.09,3,22,67,Low,In Transit,113.49,7.21
2020-08-06,VW0219,Airbag Module,Safety System,Continental AG,292,685,117.72,2.04,72.75,0.94,0.03,4,13,138,High,On Time,122.05,9.25
2020-08-07,VW0220,Turbocharger,Engine,Exide,286,753,110.62,1.02,97.42,1.0,0.01,4,28,161,High,On Time,109.1,8.99
2020-08-08,VW0221,Brake Pads,Fuel System,Exide,439,485,107.96,1.52,91.8,0.87,0.01,3,23,161,Medium,Delayed,153.31,6.83
2020-08-09,VW0222,Alternator,Fuel System,Exide,358,203,92.11,1.18,50.09,0.88,0.01,0,28,143,Medium,In Transit,68.27,8.51
2020-08-10,VW0223,Fuel Pump,Fuel System,Bosch,323,279,86.69,1.65,80.44,0.91,0.09,3,15,145,High,In Transit,50.45,13.29
2020-08-11,VW0224,Turbocharger,Fuel System,Behr Hella,441,116,116.45,1.55,50.96,0.9,0.1,4,29,37,Low,In Transit,176.97,7.42
2020-08-12,VW0225,Turbocharger,Braking System,Garrett Motion,138,766,116.93,0.7,85.38,0.93,0.09,1,10,143,High,In Transit,68.51,6.66
2020-08-13,VW0226,Brake Pads,Fuel System,Bosch,380,176,81.53,2.17,97.68,0.93,0.08,3,24,80,Medium,On Time,57.71,8.81
2020-08-14,VW0227,Fuel Pump,Braking System,Behr Hella,273,693,109.62,0.39,59.05,0.87,0.09,1,25,128,Medium,On Time,108.77,7.95
2020-08-15,VW0228,Turbocharger,Electrical,Continental AG,493,512,106.1,0.85,74.69,0.96,0.1,3,13,41,High,Delayed,145.7,7.91
2020-08-16,VW0229,Alternator,Engine,Exide,334,622,106.1,1.14,89.11,0.9,0.06,3,26,38,Low,On Time,128.66,10.93
2020-08-17,VW0230,Airbag Module,Fuel System,Behr Hella,153,798,100.03,1.39,94.46,0.91,0.08,0,19,58,High,On Time,147.55,11.84
2020-08-18,VW0231,Alternator,Safety System,Continental AG,476,405,105.84,0.9,92.7,0.98,0.08,2,10,98,High,In Transit,94.65,12.63
2020-08-19,VW0232,Alternator,Engine,Garrett Motion,496,408,87.85,0.48,69.96,0.91,0.04,2,25,49,Medium,Delayed,122.84,6.03
2020-08-20,VW0233,Airbag Module,Fuel System,Continental AG,88,167,103.24,1.04,87.31,0.92,0.04,0,26,88,Medium,On Time,165.32,12.95
2020-08-21,VW0234,Battery,Engine,Exide,256,281,101.45,0.96,75.15,0.93,0.08,4,13,35,High,Delayed,174.3,11.44
2020-08-22,VW0235,Turbocharger,Safety System,Continental AG,236,448,113.39,2.32,95.69,0.96,0.09,4,10,104,High,On Time,105.44,5.33
2020-08-23,VW0236,Brake Pads,Braking System,Behr Hella,373,573,101.33,1.65,51.12,0.85,0.03,2,13,126,Medium,On Time,103.94,6.65
2020-08-24,VW0237,Brake Pads,Engine,Bosch,381,747,85.12,1.2,66.6,0.93,0.03,4,12,91,High,In Transit,118.15,6.98
2020-08-25,VW0238,Battery,Fuel System,Garrett Motion,53,383,109.65,0.48,49.72,0.97,0.08,4,13,32,High,In Transit,60.47,14.62
2020-08-26,VW0239,Alternator,Safety System,Continental AG,471,430,88.07,1.21,79.82,1.0,0.06,3,23,62,Medium,In Transit,110.7,9.48
2020-08-27,VW0240,Turbocharger,Electrical,Continental AG,386,245,113.17,2.35,89.87,0.95,0.07,1,12,50,High,In Transit,175.56,9.46
2020-08-28,VW0241,Turbocharger,Braking System,Continental AG,232,153,105.0,2.07,82.95,0.92,0.09,3,29,166,Low,Delayed,190.12,11.8
2020-08-29,VW0242,Alternator,Braking System,Continental AG,215,429,85.24,2.38,72.9,0.89,0.08,1,24,120,High,In Transit,62.85,11.47
2020-08-30,VW0243,Battery,Electrical,Bosch,424,560,101.97,1.03,52.02,0.89,0.01,0,13,138,Low,Delayed,131.2,7.58
2020-08-31,VW0244,Airbag Module,Fuel System,Behr Hella,320,284,119.28,2.31,47.31,0.92,0.07,0,20,129,Low,Delayed,120.1,6.68
2020-09-01,VW0245,Airbag Module,Electrical,Garrett Motion,259,114,89.83,1.12,78.57,0.87,0.08,4,13,131,High,On Time,111.31,14.58
2020-09-02,VW0246,Fuel Pump,Safety System,Bosch,276,537,96.85,1.77,89.74,0.91,0.03,3,11,72,Low,On Time,190.92,12.91
2020-09-03,VW0247,Airbag Module,Fuel System,Exide,138,397,93.43,2.33,47.53,0.89,0.03,1,27,106,Medium,In Transit,98.24,6.84
2020-09-04,VW0248,Turbocharger,Engine,Behr Hella,466,798,85.96,0.58,43.64,0.98,0.07,2,17,52,Medium,Delayed,148.24,13.28
2020-09-05,VW0249,Fuel Pump,Electrical,Behr Hella,93,781,114.89,2.35,48.31,0.91,0.03,0,19,71,Medium,Delayed,87.12,12.21
2020-09-06,VW0250,Turbocharger,Electrical,Bosch,478,551,86.29,0.52,84.2,0.96,0.04,3,17,111,Medium,In Transit,150.87,11.5
2020-09-07,VW0251,Airbag Module,Fuel System,Continental AG,442,144,110.16,0.95,58.8,0.95,0.04,4,23,96,Low,On Time,59.94,12.78
2020-09-08,VW0252,Brake Pads,Electrical,Garrett Motion,105,608,119.86,1.84,84.29,0.91,0.07,1,24,55,Low,Delayed,71.94,9.52
2020-09-09,VW0253,Airbag Module,Engine,Bosch,198,581,108.12,1.14,50.86,0.85,0.08,3,23,154,Low,In Transit,111.97,7.61
2020-09-10,VW0254,Turbocharger,Safety System,Exide,161,105,90.11,0.38,49.44,0.94,0.04,3,24,39,Medium,Delayed,108.14,5.31
2020-09-11,VW0255,Fuel Pump,Engine,Continental AG,199,202,94.69,1.67,50.79,0.87,0.02,4,23,107,Medium,In Transit,196.62,13.68
2020-09-12,VW0256,Alternator,Fuel System,Garrett Motion,199,145,93.39,2.44,89.82,0.97,0.02,4,11,32,Low,In Transit,65.88,14.0
2020-09-13,VW0257,Battery,Fuel System,Behr Hella,94,381,89.39,2.46,62.96,0.95,0.08,2,25,59,High,On Time,87.09,7.06
2020-09-14,VW0258,Battery,Safety System,Garrett Motion,171,328,90.46,1.97,95.5,0.92,0.09,1,10,35,Low,Delayed,57.09,7.19
2020-09-15,VW0259,Battery,Safety System,Garrett Motion,136,783,102.77,0.3,42.95,0.9,0.04,2,27,112,Low,On Time,113.34,10.6
2020-09-16,VW0260,Alternator,Safety System,Exide,427,736,108.07,1.61,68.28,0.92,0.01,0,14,115,Low,In Transit,186.56,10.99
2020-09-17,VW0261,Airbag Module,Safety System,Continental AG,196,221,106.72,0.32,63.75,0.91,0.09,0,26,98,Medium,Delayed,160.62,9.67
2020-09-18,VW0262,Fuel Pump,Engine,Behr Hella,130,107,100.12,0.68,61.91,0.88,0.06,4,11,84,Low,On Time,167.64,10.46
2020-09-19,VW0263,Turbocharger,Braking System,Continental AG,266,793,96.31,2.0,94.44,1.0,0.08,1,26,168,Low,On Time,102.19,5.94
2020-09-20,VW0264,Alternator,Engine,Behr Hella,141,620,111.88,2.01,88.4,0.89,0.08,3,25,61,High,Delayed,74.48,9.15
2020-09-21,VW0265,Alternator,Engine,Continental AG,87,344,112.79,0.82,97.3,0.91,0.03,1,28,109,High,Delayed,97.44,5.2
2020-09-22,VW0266,Airbag Module,Braking System,Continental AG,77,124,116.47,1.97,64.65,0.94,0.08,2,22,87,High,On Time,156.97,13.54
2020-09-23,VW0267,Brake Pads,Safety System,Garrett Motion,359,221,98.5,2.2,68.68,0.95,0.07,4,23,102,Low,In Transit,171.4,8.94
2020-09-24,VW0268,Alternator,Electrical,Behr Hella,366,294,100.66,0.84,51.81,0.94,0.08,1,29,169,Medium,On Time,138.11,13.92
2020-09-25,VW0269,Turbocharger,Engine,Bosch,140,166,91.37,0.78,53.38,0.88,0.03,3,12,70,High,Delayed,56.12,8.49
2020-09-26,VW0270,Turbocharger,Braking System,Behr Hella,53,126,93.33,2.38,45.24,0.97,0.1,3,21,129,High,In Transit,191.74,8.03
2020-09-27,VW0271,Battery,Safety System,Exide,287,696,87.42,0.32,84.3,0.86,0.09,4,18,124,Low,In Transit,90.01,12.05
2020-09-28,VW0272,Brake Pads,Braking System,Exide,464,118,99.68,2.3,64.7,0.85,0.06,1,29,142,High,In Transit,81.12,6.38
2020-09-29,VW0273,Fuel Pump,Safety System,Exide,103,523,117.31,1.51,88.38,0.93,0.06,0,23,67,Low,On Time,86.44,7.57
2020-09-30,VW0274,Battery,Electrical,Behr Hella,91,481,80.56,1.3,48.52,0.87,0.08,4,10,156,Medium,Delayed,73.1,10.43
2020-10-01,VW0275,Airbag Module,Engine,Bosch,387,405,109.9,1.97,66.22,0.93,0.03,1,15,38,Low,In Transit,195.39,5.59
2020-10-02,VW0276,Fuel Pump,Fuel System,Garrett Motion,99,324,102.47,0.33,56.24,0.97,0.03,4,29,86,High,Delayed,140.42,13.72
2020-10-03,VW0277,Battery,Electrical,Exide,440,569,94.28,2.0,62.63,1.0,0.03,1,12,106,Low,In Transit,84.33,10.49
2020-10-04,VW0278,Airbag Module,Engine,Bosch,130,249,103.79,0.48,71.39,0.9,0.08,4,29,123,Low,Delayed,194.08,11.97
2020-10-05,VW0279,Alternator,Fuel System,Garrett Motion,224,701,89.04,2.19,60.56,0.91,0.02,2,24,156,High,In Transit,79.5,5.91
2020-10-06,VW0280,Airbag Module,Safety System,Continental AG,386,655,101.62,1.05,81.7,0.9,0.09,2,21,64,High,In Transit,54.05,8.93
2020-10-07,VW0281,Battery,Engine,Behr Hella,101,777,86.31,2.22,57.17,0.94,0.08,1,21,42,Medium,Delayed,164.4,5.05
2020-10-08,VW0282,Fuel Pump,Safety System,Bosch,216,745,112.07,1.37,99.53,0.96,0.07,1,25,39,High,In Transit,76.67,10.94
2020-10-09,VW0283,Battery,Braking System,Exide,478,519,93.33,1.81,97.69,0.91,0.07,1,17,122,Low,On Time,140.27,13.02
2020-10-10,VW0284,Alternator,Electrical,Exide,372,258,109.42,1.87,95.84,0.97,0.06,2,13,108,High,On Time,140.19,11.07
2020-10-11,VW0285,Alternator,Braking System,Garrett Motion,432,337,91.19,1.46,56.65,0.9,0.06,2,20,128,High,Delayed,113.97,10.38
2020-10-12,VW0286,Alternator,Fuel System,Bosch,247,198,115.08,2.45,81.26,0.94,0.06,2,23,86,Low,Delayed,161.09,14.46
2020-10-13,VW0287,Airbag Module,Engine,Exide,286,227,99.8,0.87,98.69,0.92,0.08,2,21,66,Medium,In Transit,151.35,12.96
2020-10-14,VW0288,Turbocharger,Engine,Garrett Motion,324,710,104.38,1.97,59.66,0.89,0.06,0,20,117,Low,On Time,144.2,12.32
2020-10-15,VW0289,Battery,Engine,Exide,432,219,80.59,1.28,54.23,0.92,0.03,2,27,61,High,Delayed,59.01,11.31
2020-10-16,VW0290,Airbag Module,Fuel System,Behr Hella,165,497,119.56,1.03,92.75,0.86,0.03,1,29,130,High,Delayed,198.32,10.99
2020-10-17,VW0291,Fuel Pump,Electrical,Garrett Motion,225,618,91.85,2.27,42.81,0.96,0.04,3,28,74,High,In Transit,155.98,11.97
2020-10-18,VW0292,Brake Pads,Engine,Garrett Motion,357,311,102.23,2.37,70.17,0.99,0.07,0,29,83,Medium,Delayed,95.66,12.99
2020-10-19,VW0293,Airbag Module,Electrical,Garrett Motion,172,253,108.92,1.14,51.61,0.98,0.04,2,26,152,High,Delayed,124.37,5.23
2020-10-20,VW0294,Battery,Safety System,Exide,281,323,82.59,1.76,69.59,0.86,0.05,2,27,108,Low,In Transit,168.4,7.09
2020-10-21,VW0295,Battery,Fuel System,Behr Hella,319,286,101.42,1.78,66.85,0.95,0.1,4,20,126,Low,In Transit,75.75,7.47
2020-10-22,VW0296,Brake Pads,Engine,Behr Hella,69,720,104.85,2.19,76.99,0.91,0.07,3,21,87,Low,In Transit,90.55,6.98
2020-10-23,VW0297,Battery,Electrical,Exide,341,247,102.25,1.86,82.29,0.96,0.03,1,21,159,High,Delayed,131.14,8.68
2020-10-24,VW0298,Turbocharger,Braking System,Exide,63,124,113.07,0.55,93.01,0.88,0.06,3,20,45,Medium,On Time,76.55,12.02
2020-10-25,VW0299,Alternator,Safety System,Behr Hella,236,479,107.7,2.1,61.97,0.95,0.04,4,25,126,Medium,Delayed,58.62,8.02
2020-10-26,VW0300,Brake Pads,Engine,Continental AG,363,763,119.99,2.15,65.92,0.98,0.04,0,27,60,High,Delayed,178.92,9.12
2020-10-27,VW0301,Fuel Pump,Braking System,Exide,273,510,112.5,0.86,77.44,0.9,0.01,3,25,101,High,In Transit,69.76,12.46
2020-10-28,VW0302,Brake Pads,Engine,Exide,383,777,104.45,2.27,92.42,0.93,0.01,1,14,143,High,On Time,82.89,8.69
2020-10-29,VW0303,Fuel Pump,Braking System,Continental AG,138,765,91.68,2.21,67.87,0.93,0.09,0,27,161,Medium,In Transit,80.92,7.12
2020-10-30,VW0304,Fuel Pump,Braking System,Exide,446,194,102.74,1.08,70.85,0.88,0.06,1,12,63,High,Delayed,178.7,13.2
2020-10-31,VW0305,Fuel Pump,Safety System,Continental AG,428,704,115.26,0.43,81.46,0.87,0.07,4,16,93,High,Delayed,105.5,5.81
2020-11-01,VW0306,Fuel Pump,Braking System,Bosch,317,269,106.27,1.08,68.27,0.97,0.02,2,27,110,Low,Delayed,76.88,11.36
2020-11-02,VW0307,Turbocharger,Engine,Behr Hella,187,298,101.54,1.91,87.55,0.87,0.07,4,25,64,Medium,Delayed,181.22,13.44
2020-11-03,VW0308,Airbag Module,Braking System,Garrett Motion,298,171,115.62,2.2,61.58,0.88,0.03,4,28,140,High,On Time,63.69,7.56
2020-11-04,VW0309,Battery,Electrical,Behr Hella,323,690,100.44,1.37,48.75,0.97,0.06,4,27,84,Low,Delayed,136.55,6.66
2020-11-05,VW0310,Brake Pads,Fuel System,Garrett Motion,497,766,90.62,2.09,74.23,0.86,0.04,3,12,116,Medium,Delayed,167.73,10.92
2020-11-06,VW0311,Airbag Module,Fuel System,Behr Hella,387,186,90.14,1.27,45.91,0.88,0.07,0,27,140,Low,Delayed,136.84,8.11
2020-11-07,VW0312,Brake Pads,Safety System,Exide,342,376,89.85,1.91,44.31,0.93,0.09,3,14,139,High,On Time,95.96,5.53
2020-11-08,VW0313,Turbocharger,Braking System,Continental AG,326,574,111.67,0.83,46.33,0.9,0.08,1,16,103,Low,On Time,91.57,14.48
2020-11-09,VW0314,Fuel Pump,Safety System,Exide,223,709,101.82,1.61,79.65,0.89,0.1,4,20,72,Low,On Time,82.16,9.55
2020-11-10,VW0315,Battery,Braking System,Continental AG,358,289,95.76,2.03,76.14,0.96,0.09,3,16,123,Medium,On Time,136.06,14.65
2020-11-11,VW0316,Battery,Safety System,Exide,119,771,110.98,0.76,41.27,0.96,0.02,0,16,57,High,Delayed,58.26,10.85
2020-11-12,VW0317,Battery,Electrical,Bosch,156,506,87.08,1.09,55.93,0.97,0.07,4,29,156,Medium,In Transit,153.73,9.94
2020-11-13,VW0318,Airbag Module,Safety System,Garrett Motion,210,465,89.42,1.23,78.35,0.85,0.02,3,15,110,Medium,In Transit,182.06,10.44
2020-11-14,VW0319,Turbocharger,Braking System,Behr Hella,296,684,90.92,2.0,64.14,0.99,0.06,0,19,125,High,On Time,165.88,12.14
2020-11-15,VW0320,Brake Pads,Engine,Behr Hella,494,690,95.52,1.61,90.69,0.87,0.05,4,26,129,High,On Time,81.68,8.72
2020-11-16,VW0321,Airbag Module,Electrical,Bosch,494,168,94.61,1.59,53.88,0.97,0.09,1,21,85,Medium,In Transit,166.06,11.41
2020-11-17,VW0322,Airbag Module,Electrical,Behr Hella,380,704,111.26,2.28,99.66,0.92,0.03,0,29,33,High,On Time,187.17,6.41
2020-11-18,VW0323,Brake Pads,Safety System,Continental AG,193,221,101.09,1.32,86.75,0.98,0.01,4,20,132,Low,Delayed,101.27,11.8
2020-11-19,VW0324,Airbag Module,Fuel System,Exide,68,413,89.19,0.55,87.1,0.97,0.07,4,19,108,High,In Transit,64.65,5.31
2020-11-20,VW0325,Fuel Pump,Fuel System,Garrett Motion,313,494,107.53,1.79,91.06,0.89,0.04,1,28,115,Low,In Transit,88.19,10.81
2020-11-21,VW0326,Alternator,Engine,Behr Hella,98,718,110.47,1.39,98.5,0.94,0.02,2,22,165,Low,In Transit,156.28,14.08
2020-11-22,VW0327,Battery,Electrical,Continental AG,454,326,109.64,0.7,86.76,0.86,0.03,3,11,98,High,Delayed,198.63,7.15
2020-11-23,VW0328,Turbocharger,Electrical,Garrett Motion,159,229,108.47,1.36,87.42,0.9,0.06,4,28,69,High,In Transit,117.43,5.57
2020-11-24,VW0329,Brake Pads,Fuel System,Behr Hella,478,544,87.56,0.34,89.34,0.9,0.04,0,23,118,High,On Time,104.61,9.49
2020-11-25,VW0330,Fuel Pump,Electrical,Continental AG,210,772,111.66,1.38,88.38,0.91,0.09,2,22,58,Low,On Time,104.45,11.75
2020-11-26,VW0331,Brake Pads,Engine,Exide,440,531,89.72,0.68,63.8,0.87,0.09,3,29,100,High,In Transit,169.44,12.77
2020-11-27,VW0332,Turbocharger,Electrical,Garrett Motion,73,177,81.21,0.72,97.97,0.89,0.08,4,16,171,Medium,Delayed,187.81,14.4
2020-11-28,VW0333,Airbag Module,Safety System,Behr Hella,352,732,84.69,2.35,96.08,0.89,0.03,2,16,158,Low,On Time,186.33,9.54
2020-11-29,VW0334,Fuel Pump,Engine,Garrett Motion,338,463,95.71,1.17,51.94,0.89,0.04,0,27,121,High,In Transit,156.3,8.75
2020-11-30,VW0335,Fuel Pump,Fuel System,Continental AG,258,383,91.91,1.5,73.1,0.93,0.04,0,28,83,Low,On Time,142.81,8.88
2020-12-01,VW0336,Battery,Engine,Exide,300,647,101.67,0.79,78.07,0.97,0.07,0,12,155,High,On Time,52.91,8.85
2020-12-02,VW0337,Fuel Pump,Safety System,Continental AG,209,339,106.61,1.13,98.68,0.92,0.1,2,29,111,Medium,On Time,95.63,10.86
2020-12-03,VW0338,Battery,Safety System,Exide,323,686,110.37,0.64,95.47,0.89,0.02,2,14,128,Low,On Time,50.88,14.4
2020-12-04,VW0339,Fuel Pump,Braking System,Continental AG,439,142,106.13,2.43,82.89,0.99,0.09,0,11,171,Low,On Time,53.21,5.06
2020-12-05,VW0340,Battery,Electrical,Exide,327,222,119.06,1.22,79.38,0.99,0.06,1,24,78,Low,In Transit,155.59,14.87
2020-12-06,VW0341,Battery,Braking System,Continental AG,250,422,93.66,0.65,43.88,0.92,0.02,2,25,44,Low,Delayed,181.41,9.14
2020-12-07,VW0342,Turbocharger,Electrical,Bosch,332,598,86.98,0.79,88.67,0.93,0.06,2,10,56,High,Delayed,131.91,11.06
2020-12-08,VW0343,Battery,Safety System,Exide,453,778,105.95,2.3,56.07,0.96,0.02,1,27,159,High,On Time,141.6,6.87
2020-12-09,VW0344,Battery,Fuel System,Continental AG,396,642,112.86,0.51,66.91,0.91,0.05,1,14,81,Low,On Time,70.29,13.15
2020-12-10,VW0345,Airbag Module,Braking System,Garrett Motion,275,695,80.86,1.6,65.83,0.85,0.1,0,11,172,High,Delayed,117.68,12.33
2020-12-11,VW0346,Airbag Module,Engine,Behr Hella,202,689,113.22,0.58,64.63,0.94,0.02,4,28,171,Low,Delayed,91.45,8.27
2020-12-12,VW0347,Airbag Module,Engine,Bosch,56,143,110.94,0.39,46.98,0.98,0.01,0,20,129,Low,Delayed,126.22,8.84
2020-12-13,VW0348,Brake Pads,Safety System,Continental AG,121,563,96.55,2.23,56.7,0.9,0.02,4,21,139,Medium,In Transit,90.62,10.12
2020-12-14,VW0349,Battery,Electrical,Exide,201,726,89.63,0.6,66.66,0.99,0.06,3,16,56,High,On Time,116.44,11.52
2020-12-15,VW0350,Brake Pads,Fuel System,Continental AG,476,486,107.6,0.91,40.01,0.97,0.06,0,21,83,Medium,In Transit,104.31,7.67
2020-12-16,VW0351,Alternator,Engine,Exide,147,689,92.32,2.37,62.6,0.87,0.07,2,27,112,Medium,In Transit,73.57,11.93
2020-12-17,VW0352,Turbocharger,Engine,Continental AG,68,125,92.69,2.48,43.26,0.87,0.06,1,15,52,Low,In Transit,159.3,8.5
2020-12-18,VW0353,Alternator,Fuel System,Exide,105,413,99.36,0.66,81.51,0.94,0.03,1,14,91,Medium,In Transit,138.63,10.33
2020-12-19,VW0354,Turbocharger,Safety System,Continental AG,207,512,101.88,0.86,73.11,0.87,0.05,2,13,35,Medium,Delayed,82.45,5.28
2020-12-20,VW0355,Alternator,Fuel System,Bosch,230,523,101.75,0.7,98.26,0.92,0.03,0,20,45,Low,Delayed,78.5,9.95
